0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,97.0,5.14656,6154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0
2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.5,2.0,1.99,2.0,0.0
1.0,5.0,15.0,3.62675,2941.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.96,3.0,0.0
3.0,8.0,12.0,2.93744,63.0,42.0,429.83,0.0,1.0,0.02,0.25,6.0,5.96,8.0,0.0
1.0,1.0,1.0,0.0,8.0,6.0,478.0,0.0,1.0,0.06,4.0,8.0,7.96,7.0,0.0
3.0,4.0,6.0,1.89782,18.0,34.0,290.0,0.0,1.0,2.87,0.83,9.0,8.89,13.0,1.0
1.0,1.0,1.0,0.0,3.0,8.0,135.0,0.0,1.0,2.92,2.0,10.0,9.89,2.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.89,2.0,0.0
1.0,1.0,2.0,1.0,6.0,6.0,113.0,0.0,1.0,2.96,0.5,13.0,12.89,9.0,0.0
1.0,9.0,51.0,5.29014,0.0,108.0,195.47,1.0,1.0,2.91,0.12,14.0,13.89,10.0,0.0
2.0,2.0,10.0,1.40391,191.0,86.0,156.7,0.0,1.0,6.89,0.1,15.0,14.89,13.0,0.0
1.0,1.0,1.0,0.0,3.0,0.0,275.0,0.0,1.0,0.17,4.0,16.0,15.88,5.0,0.0
1.0,7.0,12.0,3.20269,57.0,36.0,83.0,0.0,1.0,1.47,0.33,17.0,16.84,12.0,0.0
1.0,2.0,17.0,3.28813,144.0,32.0,276.53,0.0,1.0,2.8,0.24,18.0,17.84,13.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,278.0,0.0,1.0,0.87,5.0,19.0,18.84,6.0,0.0
1.0,1.0,1.0,0.0,5.0,2.0,101.0,0.0,1.0,4.03,1.0,20.0,19.84,3.0,0.0
1.0,1.0,20.0,3.78009,83.0,17.0,118.45,0.0,1.0,1.73,0.2,21.0,20.84,14.0,1.0
1.0,1.0,1.0,0.0,182.0,4.0,16.0,0.0,1.0,0.14,1.0,22.0,21.84,15.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,4.11,1.0,23.0,22.84,16.0,0.0
3.0,5.0,7.0,2.03578,394.0,4.0,71.71,0.0,1.0,0.85,1.43,24.0,23.78,28.0,1.0
2.0,3.0,3.0,1.33329,39.0,7.0,145.0,1.0,1.0,0.35,3.33,25.0,24.78,26.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,331.0,0.0,1.0,0.0,8.0,26.0,25.78,9.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,24.0,0.0,1.0,5.0,1.0,27.0,26.78,3.0,0.0
1.0,1.0,1.0,0.0,0.0,22.0,237.0,0.0,1.0,5.02,2.0,29.0,28.77,5.0,0.0
1.0,6.0,17.0,3.4307300000000005,97.0,18.0,122.24,0.0,1.0,3.77,0.59,30.0,29.71,20.0,1.0
2.0,3.0,3.0,0.0,9.0,7.0,185.67,0.0,1.0,2.24,4.0,31.0,30.7,32.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,183.0,0.0,1.0,3.09,3.0,33.0,32.69,23.0,0.0
1.0,1.0,1.0,0.0,30.0,2.0,434.0,1.0,1.0,2.1,4.0,34.0,33.69,24.0,1.0
1.0,1.0,1.0,0.0,9.0,2.0,315.0,0.0,1.0,0.01,8.0,36.0,35.68,26.0,0.0
1.0,1.0,1.0,0.0,29.0,5.0,260.0,0.0,1.0,3.91,3.0,37.0,36.61,27.0,1.0
1.0,1.0,1.0,0.0,3.0,6.0,333.0,0.0,1.0,1.05,11.0,38.0,37.6,12.0,0.0
1.0,1.0,1.0,0.0,9.0,10.0,330.0,0.0,1.0,2.99,12.0,39.0,38.29,13.0,0.0
1.0,1.0,2.0,0.485461,13.0,6.0,452.5,1.0,1.0,6.39,2.5,1.0,1.0,1.0,1.0
2.0,2.0,5.0,1.86054,58.0,5.0,54.2,0.0,1.0,5.4,1.0,43.0,42.07,11.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,822.0,0.0,1.0,1.14,4.0,45.0,44.06,32.0,0.0
1.0,1.0,1.0,0.0,5.0,6.0,208.0,0.0,1.0,6.32,4.0,46.0,45.05,33.0,0.0
1.0,2.0,6.0,2.09371,114.0,64.0,275.33,0.0,2.0,2.19,1.67,47.0,45.95,34.0,1.0
1.0,1.0,1.0,0.0,26.0,4.0,381.0,0.0,1.0,8.18,4.0,48.0,46.19,35.0,1.0
1.0,1.0,1.0,0.0,3.0,2.0,249.0,1.0,1.0,19.36,2.0,49.0,47.16,36.0,0.0
2.0,2.0,2.0,0.580788,122.0,15.0,202.5,0.0,1.0,11.08,3.5,50.0,48.06,45.0,1.0
1.0,1.0,2.0,0.684038,6.0,5.0,269.0,1.0,2.0,15.08,3.0,51.0,48.95,38.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,686.0,0.0,1.0,18.17,4.0,52.0,49.94,39.0,1.0
1.0,1.0,1.0,0.0,2.0,2.0,36.0,0.0,1.0,0.01,1.0,54.0,51.44,4.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.45,0.5,55.0,52.43,3.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,322.0,0.0,1.0,18.93,9.0,57.0,54.41,40.0,0.0
