1.0,1.0,1.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,4.0,1.93334,186.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.99,0.0,0.0
1.0,1.0,1.0,0.0,8.0,6.0,31.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,112.0,110.0,55.0,0.0,1.0,0.55,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,258.0,258.0,258.0,0.0,1.0,0.67,1.0,3.0,3.0,1.0,0.0
1.0,1.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0,10.0,0.0,3.0,0.02,3.0,0.0,0.0,0.0,0.0
1.0,4.0,7.0,2.10797,318.0,78.0,97.29,0.0,1.0,0.05,0.29,2.0,2.0,2.0,0.0
1.0,3.0,4.0,1.3031,279.0,4.0,62.0,0.0,3.0,0.06,0.75,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,4.0,3.0,206.0,0.0,3.0,0.14,3.0,3.0,3.0,3.0,0.0
2.0,2.0,3.0,1.33827,14.0,1.0,93.0,0.0,3.0,0.26,1.33,4.0,4.0,5.0,0.0
1.0,5.0,10.0,2.80151,563.0,59.0,93.0,0.0,3.0,0.33,0.3,6.0,5.99,6.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,258.0,0.0,3.0,0.12,4.0,7.0,6.99,2.0,0.0
1.0,1.0,1.0,0.0,7.0,4.0,25.0,0.0,2.0,0.56,2.0,5.0,4.99,3.0,0.0
1.0,1.0,1.0,0.0,8.0,4.0,28.0,0.0,3.0,0.01,3.0,6.0,5.99,4.0,0.0
1.0,1.0,1.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.99,2.0,0.0
1.0,1.0,1.0,0.0,2.0,4.0,258.0,0.0,3.0,0.03,5.0,8.0,7.99,5.0,0.0
1.0,1.0,1.0,0.0,4.0,1.0,209.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.988601,231.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,2.0,2.0,0.04307,213.0,213.0,234.0,0.0,4.0,0.1,4.0,10.0,9.99,9.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,256.0,0.0,3.0,0.0,7.0,11.0,10.99,7.0,0.0
1.0,1.0,1.0,0.0,52.0,11.0,27.0,0.0,4.0,0.74,4.0,0.0,0.0,0.0,0.0
