1.0,1.0,1.0,0.0,16.0,16.0,318.0,0.0,2.0,3.84,4.0,5.0,4.96,5.0,0.0
1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.96,3.0,0.0
2.0,2.0,2.0,0.4445520000000001,51.0,68.0,420.5,0.0,2.0,4.98,2.5,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,3.0,299.0,0.0,2.0,6.91,2.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,1.0,3.0,1039.0,0.0,2.0,6.93,2.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.8453510000000001,11.0,11.0,82.5,0.0,2.0,7.03,1.0,1.0,1.0,1.0,0.0
2.0,2.0,2.0,0.771709,51.0,2.0,382.0,0.0,3.0,0.08,2.5,2.0,2.0,0.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,1235.0,0.0,2.0,8.04,2.0,2.0,1.99,1.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,772.0,0.0,4.0,1.21,6.0,3.0,2.99,1.0,0.0
1.0,1.0,1.0,0.0,4.0,17.0,429.0,1.0,2.0,10.78,2.0,7.0,6.83,6.0,0.0
1.0,9.0,14.0,3.77356,0.0,15.0,563.36,0.0,2.0,10.17,0.29,8.0,7.83,7.0,0.0
1.0,1.0,1.0,0.0,1.0,6.0,1227.0,0.0,2.0,11.85,2.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,0.6420640000000001,31.0,18.0,3072.0,0.0,2.0,10.16,2.5,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,3.0,0.0,368.0,0.0,2.0,12.09,2.0,2.0,2.0,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,90.0,0.0,2.0,12.92,2.0,10.0,9.78,9.0,0.0
1.0,2.0,4.0,1.56837,34.0,120.0,3689.25,0.0,2.0,10.87,0.75,12.0,11.75,11.0,1.0
1.0,1.0,1.0,0.0,2.0,1.0,11504.0,0.0,2.0,18.97,2.0,13.0,12.58,12.0,0.0
1.0,1.0,2.0,0.511191,117.0,50.0,1198.0,0.0,2.0,19.98,1.0,14.0,13.54,13.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,20.13,2.0,6.0,5.83,1.0,0.0
1.0,4.0,5.0,2.18338,4.0,16.0,431.6,0.0,2.0,25.82,0.4,15.0,14.32,14.0,0.0
1.0,1.0,1.0,0.0,8.0,0.0,725.0,0.0,3.0,13.08,3.0,4.0,3.85,4.0,0.0
1.0,1.0,1.0,0.0,0.0,6.0,942.0,0.0,2.0,27.82,2.0,16.0,15.24,15.0,0.0
1.0,2.0,2.0,1.0,2.0,2.0,459.0,0.0,2.0,27.41,1.5,17.0,16.24,16.0,0.0
1.0,1.0,2.0,0.650022,19.0,5.0,511.5,0.0,2.0,27.92,1.0,18.0,17.24,17.0,0.0
1.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.24,4.0,0.0
1.0,1.0,5.0,2.32193,0.0,20.0,130.4,0.0,2.0,28.08,0.4,20.0,19.23,18.0,0.0
1.0,2.0,3.0,1.41433,33.0,4.0,1408.0,0.0,2.0,30.76,1.67,3.0,2.81,2.0,0.0
1.0,1.0,1.0,0.0,7.0,6.0,2989.0,0.0,2.0,19.02,3.0,5.0,4.78,5.0,0.0
1.0,1.0,5.0,1.2353,463.0,332.0,2328.6,0.0,2.0,35.31,0.4,4.0,3.78,3.0,1.0
1.0,1.0,1.0,0.0,3.0,38.0,1119.0,0.0,2.0,41.93,2.0,22.0,20.49,20.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1156.0,0.0,2.0,41.93,2.0,23.0,21.49,21.0,0.0
1.0,1.0,1.0,0.0,0.0,6.0,497.0,0.0,2.0,16.11,3.0,24.0,22.49,22.0,0.0
1.0,1.0,2.0,0.99403,8.0,3.0,6.5,0.0,1.0,10.19,0.5,25.0,23.11,5.0,0.0
1.0,1.0,4.0,1.93366,3.0,20.0,364.0,0.0,2.0,48.31,0.5,26.0,24.11,23.0,0.0
1.0,2.0,28.0,4.78343,6.0,142.0,839.07,0.0,3.0,39.25,0.32,27.0,25.11,24.0,0.0
