1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.96,0.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,6.87,3.0,3.0,2.96,2.0,0.0
1.0,4.0,16.0,3.8314,2.0,28.0,575.44,0.0,1.0,0.01,0.06,3.0,2.97,1.0,0.0
1.0,7.0,7.0,2.80735,105.0,105.0,23.14,0.0,1.0,0.03,0.14,4.0,3.97,2.0,0.0
1.0,1.0,1.0,0.0,0.0,965.0,965.0,0.0,1.0,0.71,1.0,5.0,4.96,3.0,0.0
1.0,1.0,1.0,0.0,0.0,162.0,162.0,0.0,1.0,0.16,1.0,9.0,8.2,7.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,222.0,0.0,1.0,0.07,3.0,11.0,10.15,9.0,0.0
1.0,1.0,1.0,0.0,4.0,1.0,344.0,0.0,1.0,9.38,3.0,12.0,10.89,10.0,0.0
3.0,6.0,11.0,2.52795,29.0,100.0,847.36,0.0,1.0,0.84,0.45,17.0,15.8,22.0,0.0
2.0,10.0,20.0,4.12758,30.0,35.0,556.1,0.0,1.0,0.05,0.4,21.0,19.75,26.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,3499.0,0.0,1.0,0.1,5.0,22.0,20.74,9.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.65,7.0,0.0
2.0,3.0,4.0,1.35275,16.0,44.0,823.25,0.0,1.0,4.07,1.75,30.0,28.43,23.0,0.0
1.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.42,16.0,0.0
2.0,2.0,3.0,1.55459,10.0,38.0,1988.33,0.0,1.0,0.77,4.0,37.0,35.28,47.0,1.0
1.0,1.0,1.0,0.0,0.0,1.0,731.0,0.0,1.0,1.71,2.0,39.0,37.19,4.0,0.0
1.0,1.0,1.0,0.0,1.0,3.0,75.0,0.0,1.0,1.71,5.0,40.0,38.19,20.0,0.0
1.0,1.0,1.0,0.0,11.0,38.0,915.0,0.0,1.0,1.95,7.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,604.0,0.0,1.0,3.97,6.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,1422.0,0.0,1.0,3.97,6.0,3.0,3.0,3.0,0.0
1.0,1.0,1.0,0.0,74.0,63.0,1080.0,0.0,1.0,4.8,4.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,196.0,0.0,1.0,5.08,5.0,4.0,3.99,0.0,0.0
2.0,7.0,24.0,2.59017,661.0,610.0,930.25,0.0,3.0,4.95,0.63,0.0,0.0,0.0,1.0
7.0,26.0,77.0,4.78655,1024.0,909.0,630.1,0.0,4.0,4.92,0.35,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,24.0,0.0,1.0,6.0,2.0,6.0,5.97,0.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,625.0,0.0,1.0,6.02,2.0,43.0,40.74,6.0,0.0
1.0,1.0,1.0,0.0,1.0,3.0,24.0,0.0,1.0,0.13,1.0,9.0,8.97,2.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,22.0,0.0,1.0,0.01,2.0,10.0,9.97,3.0,0.0
1.0,1.0,2.0,1.0,2.0,2.0,23.0,0.0,1.0,0.01,2.0,11.0,10.97,4.0,0.0
1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.03,12.0,11.97,5.0,0.0
1.0,2.0,17.0,0.0,18.0,18.0,1988.53,0.0,1.0,0.0,0.18,13.0,12.97,6.0,0.0
1.0,1.0,1.0,0.0,215.0,18.0,29.0,0.0,1.0,0.03,1.0,14.0,13.97,7.0,0.0
1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.1,15.0,14.97,8.0,0.0
1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,16.0,15.97,9.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,207.0,0.0,1.0,0.05,2.0,17.0,16.97,10.0,0.0
2.0,3.0,3.0,1.43537,5.0,6.0,69.33,0.0,3.0,0.82,2.67,44.0,41.65,16.0,0.0
1.0,1.0,1.0,0.0,6.0,6.0,161.0,0.0,1.0,6.88,2.0,20.0,19.94,1.0,0.0
1.0,1.0,1.0,0.0,0.0,3.0,268.0,0.0,2.0,0.69,8.0,21.0,20.93,3.0,0.0
1.0,1.0,1.0,0.0,0.0,3.0,94.0,0.0,2.0,2.07,8.0,46.0,43.53,24.0,0.0
5.0,8.0,11.0,3.3787800000000003,1.0,13.0,810.09,0.0,3.0,2.13,1.82,47.0,44.53,73.0,0.0
1.0,1.0,1.0,0.0,4.0,2.0,369.0,0.0,1.0,8.1,6.0,1.0,0.99,1.0,0.0
3.0,4.0,4.0,0.728544,3.0,54.0,111.5,0.0,3.0,7.62,2.75,2.0,1.99,4.0,0.0
1.0,1.0,2.0,0.543564,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.99,2.0,0.0
1.0,5.0,6.0,1.11541,102.0,22.0,91.0,0.0,2.0,5.17,0.83,4.0,3.99,3.0,0.0
2.0,2.0,2.0,0.967295,13.0,20.0,94.0,0.0,2.0,2.71,2.0,22.0,21.82,7.0,0.0
1.0,1.0,1.0,0.0,1.0,2.0,1019.0,0.0,1.0,11.94,2.0,9.0,8.94,2.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,972.0,0.0,2.0,4.11,13.0,48.0,45.05,31.0,0.0
1.0,1.0,1.0,0.0,11.0,4.0,180.0,0.0,1.0,12.09,2.0,23.0,22.63,2.0,0.0
1.0,1.0,1.0,0.0,394.0,378.0,378.0,0.0,1.0,12.26,5.0,49.0,46.02,32.0,0.0
2.0,5.0,5.0,1.77666,9.0,20.0,953.8,0.0,4.0,4.63,3.6,50.0,47.01,59.0,0.0
1.0,1.0,1.0,0.0,2.0,1.0,321.0,0.0,2.0,3.82,6.0,2.0,1.97,2.0,0.0
1.0,1.0,1.0,0.0,5.0,0.0,864.0,0.0,2.0,0.01,7.0,14.0,13.88,8.0,0.0
1.0,2.0,2.0,0.761588,61.0,16.0,2407.5,0.0,3.0,1.2,6.0,3.0,2.96,1.0,1.0
1.0,3.0,3.0,1.27211,62.0,66.0,1644.0,0.0,3.0,0.13,5.0,15.0,14.88,9.0,1.0
1.0,1.0,1.0,0.0,0.0,4.0,191.0,0.0,2.0,9.15,5.0,19.0,18.83,11.0,0.0
1.0,1.0,3.0,0.695734,41.0,0.0,562.67,0.0,2.0,5.61,3.0,4.0,3.94,0.0,0.0
1.0,1.0,1.0,0.0,42.0,17.0,3489.0,0.0,2.0,10.13,9.0,5.0,4.94,2.0,0.0
1.0,1.0,1.0,0.0,3.0,2.0,894.0,0.0,2.0,4.0,9.0,26.0,25.57,15.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,259.0,0.0,2.0,9.95,3.0,7.0,6.88,4.0,0.0
4.0,33.0,89.0,5.38545,475.0,406.0,410.93,0.0,4.0,16.25,0.55,51.0,47.18,85.0,1.0
1.0,2.0,5.0,2.17355,57.0,1.0,238.6,0.0,1.0,19.9,1.0,2.0,1.92,1.0,0.0
1.0,1.0,1.0,0.0,29.0,25.0,178.0,0.0,1.0,20.99,6.0,29.0,28.41,8.0,0.0
1.0,1.0,1.0,0.0,5.0,5.0,974.0,0.0,2.0,1.91,15.0,30.0,29.41,9.0,0.0
6.0,11.0,19.0,3.01293,293.0,144.0,323.79,0.0,4.0,11.33,2.11,31.0,30.26,54.0,1.0
1.0,1.0,1.0,0.0,1.0,2.0,194.0,0.0,2.0,0.07,11.0,32.0,31.25,11.0,0.0
1.0,1.0,1.0,0.0,2.0,1.0,193.0,0.0,2.0,0.09,12.0,33.0,32.24,12.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,670.0,0.0,2.0,1.2,14.0,34.0,33.15,13.0,0.0
1.0,1.0,1.0,0.0,18.0,7.0,147.0,0.0,1.0,7.59,7.0,35.0,33.92,14.0,0.0
1.0,1.0,1.0,0.0,2.0,1.0,158.0,0.0,2.0,0.01,8.0,36.0,34.92,15.0,0.0
1.0,1.0,1.0,0.0,0.0,3.0,294.0,0.0,2.0,5.91,10.0,52.0,47.25,35.0,0.0
2.0,6.0,25.0,3.91914,221.0,188.0,606.08,0.0,3.0,22.42,0.76,37.0,35.79,29.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,2835.0,0.0,2.0,0.0,6.0,39.0,37.69,14.0,0.0
2.0,6.0,27.0,3.67183,236.0,84.0,289.15,0.0,2.0,14.65,0.67,42.0,40.28,36.0,1.0
2.0,3.0,6.0,1.47234,304.0,15.0,281.83,0.0,2.0,11.08,1.67,24.0,22.36,10.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
