2.0,3.0,31.0,4.06904,8698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,676.0,1.0,1.0,3.02,1.0,0.0,0.0,0.0,0.0
1.0,2.0,13.0,3.08684,166.0,166.0,474.54,0.0,2.0,13.77,0.15,1.0,0.96,1.0,0.0
1.0,2.0,17.0,3.44,402.0,402.0,454.76,0.0,2.0,6.16,0.18,2.0,1.95,2.0,0.0
2.0,3.0,30.0,3.57346,2557.0,1276.0,273.87,0.0,2.0,7.97,0.13,3.0,2.91,3.0,1.0
3.0,4.0,37.0,4.0113400000000015,3700.0,1264.0,246.16,0.0,2.0,10.59,0.14,4.0,3.78,5.0,1.0
1.0,2.0,25.0,3.76301,1568.0,1270.0,390.92,0.0,2.0,6.48,0.28,0.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2.0,2.0,5.0,1.60132,32.0,17.0,147.6,0.0,2.0,7.69,1.4,2.0,1.98,2.0,0.0
2.0,2.0,2.0,0.309543,13.0,5.0,851.5,0.0,2.0,1.93,4.5,3.0,2.98,4.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,378.0,1.0,1.0,27.1,4.0,6.0,5.58,6.0,0.0
2.0,2.0,4.0,1.63965,76.0,74.0,924.0,0.0,2.0,3.14,2.5,4.0,3.98,6.0,0.0
2.0,2.0,3.0,0.6274810000000001,455.0,340.0,962.33,0.0,2.0,0.45,3.67,5.0,4.97,8.0,0.0
2.0,3.0,7.0,1.42832,469.0,133.0,198.14,0.0,2.0,2.73,1.71,6.0,5.97,10.0,0.0
2.0,2.0,16.0,3.5607300000000004,181.0,139.0,564.38,0.0,2.0,5.71,0.88,7.0,6.95,12.0,1.0
2.0,2.0,5.0,1.94225,180.0,78.0,579.8,0.0,2.0,0.21,2.8,8.0,7.95,14.0,0.0
2.0,2.0,2.0,0.8112779999999999,4.0,0.0,112.5,0.0,2.0,8.85,4.5,9.0,8.93,8.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0,136.0,0.0,2.0,8.44,1.0,10.0,9.93,1.0,0.0
3.0,4.0,4.0,0.823859,56.0,21.0,502.25,0.0,2.0,2.08,4.0,11.0,10.92,17.0,0.0
1.0,2.0,24.0,2.68346,1901.0,616.0,384.38,0.0,3.0,8.36,0.63,12.0,11.77,9.0,1.0
1.0,1.0,1.0,0.0,2.0,0.0,20.0,0.0,1.0,4.78,10.0,13.0,12.77,10.0,0.0
2.0,3.0,11.0,2.33865,760.0,123.0,616.27,0.0,2.0,4.11,1.73,14.0,13.6,21.0,1.0
3.0,4.0,24.0,3.14514,1437.0,984.0,447.04,0.0,3.0,6.73,0.88,16.0,15.54,25.0,1.0
3.0,3.0,4.0,1.66717,60.0,81.0,627.0,0.0,2.0,0.92,5.25,17.0,16.5,28.0,0.0
