3.0,3.0,4.0,1.48287,42.0,31.0,140.25,0.0,1.0,0.11,0.25,2.0,2.0,3.0,0.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.93,1.0,4.0,3.99,2.0,0.0
1.0,1.0,1.0,0.0,3.0,1.0,126.0,0.0,1.0,0.93,1.0,6.0,5.99,4.0,0.0
1.0,1.0,1.0,0.0,10.0,1.0,140.0,0.0,1.0,0.93,1.0,7.0,6.99,5.0,0.0
1.0,1.0,1.0,0.0,28.0,0.0,73.0,0.0,1.0,0.93,1.0,8.0,7.99,6.0,0.0
1.0,2.0,8.0,2.54617,477.0,9.0,27.88,0.0,1.0,0.23,0.13,10.0,9.99,8.0,1.0
1.0,1.0,1.0,0.0,7.0,2.0,82.0,0.0,1.0,0.94,1.0,11.0,10.99,1.0,0.0
1.0,2.0,2.0,1.0,2.0,0.0,165.5,0.0,1.0,0.94,0.5,12.0,11.99,2.0,0.0
1.0,1.0,2.0,0.741848,132.0,25.0,285.0,0.0,1.0,1.3,0.5,1.0,1.0,0.0,0.0
1.0,2.0,2.0,0.999526,28.0,11.0,103.5,0.0,1.0,1.78,0.5,14.0,13.96,1.0,0.0
1.0,1.0,1.0,0.0,13.0,12.0,191.0,0.0,1.0,1.83,1.0,15.0,14.96,2.0,0.0
1.0,1.0,1.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.95,11.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,645.0,0.0,1.0,2.05,1.0,18.0,17.95,12.0,0.0
1.0,1.0,1.0,0.0,3.0,1.0,115.0,0.0,1.0,2.06,1.0,19.0,18.95,13.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,420.0,0.0,2.0,1.29,2.0,2.0,1.99,1.0,0.0
1.0,1.0,1.0,0.0,7.0,8.0,240.0,0.0,1.0,2.85,1.0,20.0,19.91,14.0,0.0
1.0,1.0,1.0,0.0,3.0,3.0,121.0,0.0,1.0,3.42,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,13.0,2.0,380.0,0.0,1.0,3.49,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,6.0,15.0,391.0,0.0,2.0,0.01,2.0,1.0,1.0,1.0,0.0
1.0,2.0,3.0,1.03559,233.0,0.0,249.67,0.0,1.0,1.19,0.33,2.0,2.0,2.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,254.0,0.0,1.0,3.69,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,7.0,1.0,348.0,0.0,2.0,2.79,2.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,2.0,322.0,0.0,1.0,3.06,2.0,24.0,23.84,18.0,0.0
1.0,2.0,6.0,2.10092,119.0,34.0,138.0,0.0,1.0,4.0,0.17,25.0,24.84,19.0,1.0
1.0,1.0,1.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.83,3.0,0.0
1.0,1.0,1.0,0.0,0.0,2.0,121.0,0.0,2.0,0.85,2.0,0.0,0.0,0.0,0.0
1.0,1.0,11.0,3.29229,331.0,78.0,11.09,0.0,1.0,2.45,0.09,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,3.0,0.0,332.0,0.0,1.0,4.5,1.0,2.0,2.0,1.0,0.0
1.0,1.0,3.0,0.241452,90.0,0.0,51.33,0.0,1.0,0.01,0.33,3.0,3.0,2.0,0.0
1.0,1.0,1.0,0.0,15.0,1.0,205.0,0.0,1.0,6.63,1.0,2.0,1.98,0.0,0.0
1.0,6.0,21.0,3.46727,452.0,110.0,151.14,0.0,1.0,4.98,0.1,27.0,26.64,20.0,1.0
1.0,1.0,1.0,0.0,0.0,23.0,214.0,0.0,1.0,6.85,1.0,28.0,27.63,1.0,0.0
1.0,1.0,2.0,0.853497,140.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.62,21.0,0.0
1.0,1.0,1.0,0.0,3.0,1.0,578.0,0.0,1.0,0.17,3.0,30.0,29.62,22.0,0.0
1.0,5.0,12.0,2.782,272.0,21.0,86.17,0.0,2.0,3.51,0.25,31.0,30.62,23.0,1.0
1.0,1.0,3.0,1.57072,0.0,151.0,50.33,0.0,1.0,7.0,0.33,32.0,31.62,24.0,0.0
1.0,8.0,10.0,1.80916,69.0,146.0,157.2,0.0,2.0,0.16,0.5,6.0,5.95,2.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,29.0,0.0,1.0,7.02,2.0,7.0,6.95,0.0,0.0
1.0,1.0,4.0,1.48119,126.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.95,3.0,0.0
1.0,1.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.95,4.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.95,5.0,0.0
1.0,1.0,1.0,0.0,15.0,17.0,1547.0,0.0,2.0,3.51,2.0,11.0,10.95,2.0,0.0
