0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,10.0,2.63026,561.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.0
1.0,1.0,1.0,0.0,258.0,258.0,258.0,0.0,1.0,0.67,1.0,3.0,3.0,1.0,0.0
1.0,1.0,1.0,0.0,28.0,10.0,10.0,0.0,1.0,0.88,1.0,4.0,4.0,2.0,0.0
1.0,1.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0,10.0,0.0,3.0,0.02,3.0,0.0,0.0,0.0,0.0
1.0,3.0,4.0,1.3031,279.0,4.0,62.0,0.0,3.0,0.06,0.75,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,4.0,3.0,206.0,0.0,3.0,0.14,3.0,3.0,3.0,3.0,0.0
2.0,2.0,3.0,1.33827,14.0,1.0,93.0,0.0,3.0,0.26,1.33,4.0,4.0,5.0,0.0
1.0,2.0,4.0,1.9378,721.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,258.0,0.0,3.0,0.12,4.0,7.0,6.99,2.0,0.0
1.0,1.0,1.0,0.0,2.0,4.0,258.0,0.0,3.0,0.03,5.0,8.0,7.99,5.0,0.0
1.0,1.0,1.0,0.0,4.0,1.0,209.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,4.0,0.0,31.0,0.0,3.0,0.69,3.0,9.0,8.99,1.0,0.0
2.0,2.0,2.0,0.04307,213.0,213.0,234.0,0.0,4.0,0.1,4.0,10.0,9.99,9.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,256.0,0.0,3.0,0.0,7.0,11.0,10.99,7.0,0.0
1.0,1.0,1.0,0.0,52.0,11.0,27.0,0.0,4.0,0.74,4.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,57.0,0.0,2.0,0.78,2.0,1.0,1.0,1.0,0.0
1.0,1.0,3.0,0.8819110000000001,326.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2.0,2.0,2.0,0.8112779999999999,2.0,6.0,57.0,0.0,3.0,0.48,2.0,3.0,3.0,2.0,0.0
2.0,2.0,5.0,1.62418,141.0,359.0,90.8,0.0,5.0,0.64,2.6,4.0,4.0,4.0,0.0
1.0,2.0,6.0,2.0308200000000003,352.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0
1.0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0
1.0,1.0,1.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0
1.0,5.0,50.0,5.64003,3725.0,50.0,1.0,0.0,3.0,0.92,0.06,8.0,7.99,7.0,0.0
1.0,1.0,1.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,60.0,0.0,1.0,0.12,1.0,11.0,11.0,8.0,0.0
1.0,1.0,1.0,0.0,43.0,4.0,41.0,0.0,4.0,0.21,9.0,9.0,8.98,3.0,0.0
1.0,1.0,1.0,0.0,2.0,1.0,101.0,0.0,1.0,0.45,1.0,10.0,9.98,8.0,0.0
1.0,1.0,1.0,0.0,10.0,5.0,207.0,0.0,3.0,1.07,4.0,12.0,11.98,10.0,0.0
1.0,1.0,2.0,0.91567,384.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.99,1.0,0.0
1.0,1.0,4.0,1.95137,606.0,137.0,53.0,0.0,2.0,0.16,0.75,13.0,12.97,11.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,249.0,0.0,1.0,0.46,1.0,14.0,13.97,0.0,0.0
1.0,1.0,2.0,0.986233,36.0,22.0,149.5,0.0,3.0,0.72,2.5,3.0,2.99,2.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,257.0,0.0,1.0,0.2,1.0,4.0,3.99,3.0,0.0
1.0,1.0,1.0,0.0,42.0,5.0,336.0,0.0,1.0,1.35,2.0,5.0,4.99,4.0,0.0
1.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.98,10.0,0.0
1.0,1.0,1.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.98,11.0,0.0
1.0,1.0,5.0,2.30242,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.98,12.0,0.0
1.0,1.0,2.0,0.8779620000000001,259.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.98,13.0,0.0
1.0,5.0,13.0,3.56279,1809.0,4.0,12.69,0.0,1.0,0.05,0.08,17.0,16.98,14.0,0.0
1.0,2.0,5.0,2.22431,742.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.98,15.0,0.0
1.0,1.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.98,16.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,74.0,0.0,5.0,0.76,6.0,12.0,11.96,8.0,0.0
1.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.98,17.0,0.0
1.0,2.0,8.0,2.95018,947.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.97,19.0,0.0
1.0,5.0,6.0,1.90936,357.0,60.0,92.0,0.0,1.0,0.26,0.67,23.0,22.97,20.0,0.0
1.0,1.0,1.0,0.0,1.0,21.0,73.0,0.0,1.0,0.7,1.0,24.0,23.97,21.0,0.0
1.0,3.0,5.0,2.1355,67.0,14.0,188.4,0.0,1.0,0.15,1.2,29.0,28.95,25.0,0.0
2.0,10.0,39.0,5.25478,3216.0,42.0,6.38,0.0,2.0,0.02,0.05,16.0,15.94,14.0,0.0
1.0,2.0,6.0,2.58496,6.0,6.0,92.83,0.0,1.0,0.03,0.17,17.0,16.94,14.0,0.0
1.0,4.0,5.0,1.5496,95.0,24.0,195.8,0.0,2.0,1.54,1.2,6.0,5.98,5.0,0.0
1.0,4.0,4.0,1.904,443.0,11.0,22.5,0.0,1.0,0.14,0.25,14.0,13.92,5.0,0.0
1.0,2.0,5.0,2.00346,674.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.92,6.0,0.0
1.0,1.0,1.0,0.0,16.0,1.0,152.0,0.0,1.0,1.12,2.0,16.0,15.92,7.0,0.0
1.0,1.0,5.0,2.25875,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,14.0,2.0,81.0,0.0,4.0,1.7,5.5,2.0,2.0,2.0,0.0
1.0,3.0,34.0,5.01708,497.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.92,8.0,0.0
